"salario" "GPA" "Edad"
"139" -10.7992154083406 4.70779474316291 14.5722340012299
"140" -13.4548352933001 4.750440985746 16.9989323180645
"141" -12.4160256922625 4.75393313936016 16.0404185236415
"142" -18.3178200689539 4.79697734663553 21.4167808012832
"143" -12.9005857683442 4.79820340862976 16.491327361305
"144" -13.2577409682802 4.81283019781782 16.8267718140268
"145" -14.3535530197524 4.82741274673036 17.8368741231259
"146" -15.9855772896484 4.83650286095517 19.3009204923529
"147" -11.6741358532771 4.85533202931172 15.3984297646161
"148" -10.0115342019719 4.85996115579295 13.8881664277471
"149" -10.1257091144585 4.86352422965029 13.9965969751837
"150" -13.304748706361 4.92514281758224 16.9085966711497
"151" -16.39114426766 4.93711692684068 19.7083454165849
"152" -14.4552374352947 4.94378970151123 17.9501607982725
"153" -11.1977519913387 4.9690878274591 14.9923539947727
"154" -10.8565263261619 5.00624630166898 14.6977999354357
"155" -18.3162398063775 5.02149314840317 21.4697205959315
"156" -12.4506174204775 5.02266837779405 16.1465602850127
"157" -13.9368751570853 5.02891552129948 17.4807985297325
"158" -12.5954542229241 5.11753420295965 16.2950444781646
"159" -16.4006443568598 5.11981046112339 19.7523577019535
"160" -11.0138739969035 5.12672481210748 14.8574921463456
"161" -12.1134652531178 5.16039880738915 15.8733901094888
"162" -12.2650664206352 5.21199224929979 16.012068746701
"163" -14.0040297269566 5.24766200232892 17.6064913108077
"164" -12.9798427022709 5.24919025627374 16.6815497469206
"165" -13.4355694217235 5.25040363262174 17.0790783433448
"166" -10.8535852214976 5.35503619935196 14.7594092258535
"167" -15.2632184829208 5.5894083933811 18.811900129057
"168" -11.8492609443612 5.59286997549667 15.7141153917901
"169" -12.4682460444968 5.62636353478564 16.2812053817062
"170" -15.5657824588726 5.76919292907713 19.1193703951458
"171" -10.2480118792604 6.02130477913752 14.3164108304135
"172" -13.8091416547268 6.0852484188287 17.5985230656506
"173" -12.125913590544 6.24653949336068 16.0700160627529
"174" -15.3658669227078 6.36734050211275 19.0163185225112
"175" -12.4038399321079 6.40148756875582 16.3315160017497
